employee_id,tv_name,score
EMP101303,QDD,2.0
EMP101304,QDD,3.0
EMP101305,QDD,5.0
EMP101306,QDD,3.0
EMP101307,QDD,3.0
EMP101308,QDD,3.0
EMP101309,QDD,4.0
EMP101310,QDD,0.0
EMP101311,QDD,3.0
EMP101312,QDD,3.0
EMP101313,QDD,2.0
EMP101314,QDD,2.0
EMP101315,QDD,3.0
EMP101316,QDD,2.0
EMP101317,QDD,2.0
EMP101318,QDD,3.0
EMP101319,QDD,3.0
EMP101320,QDD,5.0
EMP101322,QDD,4.0
EMP101323,QDD,3.0
EMP101324,QDD,3.0
EMP101325,QDD,0.0
EMP101326,QDD,1.0
EMP101327,QDD,3.0
EMP101328,QDD,4.0
EMP101329,QDD,2.0
EMP101330,QDD,3.0
EMP101331,QDD,5.0
EMP101332,QDD,1.0
EMP101333,QDD,4.0
EMP101334,QDD,0.0
EMP101335,QDD,4.0
EMP101336,QDD,2.0
EMP101338,QDD,2.0
EMP101339,QDD,2.0
EMP101340,QDD,3.0
EMP101341,QDD,3.0
EMP101342,QDD,0.0
EMP101343,QDD,4.0
EMP101344,QDD,3.0
EMP101346,QDD,3.0
EMP101347,QDD,5.0
EMP101348,QDD,3.0
EMP101349,QDD,2.0
EMP101350,QDD,5.0
EMP101351,QDD,5.0
EMP101352,QDD,1.0
EMP101353,QDD,5.0
EMP101354,QDD,3.0
EMP101355,QDD,1.0
EMP101356,QDD,4.0
EMP101358,QDD,5.0
EMP101359,QDD,4.0
EMP101361,QDD,0.0
EMP101362,QDD,5.0
EMP101363,QDD,3.0
EMP101364,QDD,4.0
EMP101365,QDD,4.0
EMP101366,QDD,2.0
EMP101367,QDD,5.0
EMP101368,QDD,2.0
EMP101369,QDD,5.0
EMP101370,QDD,4.0
EMP101371,QDD,4.0
EMP101372,QDD,4.0
EMP101373,QDD,3.0
EMP101374,QDD,2.0
EMP101375,QDD,5.0
EMP101376,QDD,0.0
EMP101377,QDD,2.0
EMP101379,QDD,5.0
EMP101380,QDD,4.0
EMP101381,QDD,0.0
EMP101382,QDD,0.0
EMP101384,QDD,3.0
EMP101385,QDD,2.0
EMP101387,QDD,2.0
EMP101388,QDD,3.0
EMP101389,QDD,0.0
EMP101390,QDD,4.0
EMP101391,QDD,3.0
EMP101392,QDD,1.0
EMP101393,QDD,4.0
EMP101394,QDD,2.0
EMP101395,QDD,5.0
EMP101396,QDD,5.0
EMP101397,QDD,3.0
EMP101398,QDD,4.0
EMP101399,QDD,3.0
EMP101400,QDD,0.0
EMP101401,QDD,0.0
EMP101402,QDD,2.0
EMP101403,QDD,3.0
EMP101406,QDD,2.0
EMP101407,QDD,3.0
EMP101408,QDD,3.0
EMP101409,QDD,3.0
EMP101410,QDD,3.0
EMP101411,QDD,3.0
EMP101412,QDD,3.0
EMP101413,QDD,4.0
EMP101414,QDD,3.0
EMP101415,QDD,4.0
EMP101416,QDD,3.0
EMP101417,QDD,2.0
EMP101418,QDD,1.0
EMP101419,QDD,4.0
EMP101420,QDD,4.0
EMP101421,QDD,1.0
EMP101422,QDD,1.0
EMP101423,QDD,3.0
EMP101424,QDD,3.0
EMP101425,QDD,2.0
EMP101426,QDD,4.0
EMP101427,QDD,4.0
EMP101428,QDD,5.0
EMP101429,QDD,3.0
EMP101430,QDD,0.0
EMP101431,QDD,4.0
EMP101432,QDD,3.0
EMP101433,QDD,1.0
EMP101434,QDD,3.0
EMP101435,QDD,3.0
EMP101436,QDD,0.0
EMP101437,QDD,3.0
EMP101438,QDD,2.0
EMP101439,QDD,0.0
EMP101440,QDD,3.0
EMP101441,QDD,3.0
EMP101442,QDD,3.0
EMP101443,QDD,0.0
EMP101444,QDD,2.0
EMP101445,QDD,3.0
EMP101446,QDD,5.0
EMP101447,QDD,2.0
EMP101448,QDD,4.0
EMP101449,QDD,1.0
EMP101450,QDD,4.0
EMP101451,QDD,5.0
EMP101452,QDD,2.0
EMP101453,QDD,4.0
EMP101454,QDD,4.0
EMP101455,QDD,5.0
EMP101456,QDD,4.0
EMP101457,QDD,2.0
EMP101458,QDD,4.0
EMP101459,QDD,3.0
EMP101460,QDD,5.0
EMP101461,QDD,3.0
EMP101462,QDD,3.0
EMP101463,QDD,4.0
EMP101464,QDD,1.0
EMP101465,QDD,3.0
EMP101466,QDD,0.0
EMP101467,QDD,4.0
EMP101468,QDD,2.0
EMP101469,QDD,3.0
EMP101470,QDD,5.0
EMP101471,QDD,5.0
EMP101472,QDD,2.0
EMP101473,QDD,4.0
EMP101474,QDD,4.0
EMP101475,QDD,2.0
EMP101476,QDD,2.0
EMP101477,QDD,5.0
EMP101478,QDD,1.0
EMP101480,QDD,4.0
EMP101481,QDD,2.0
EMP101482,QDD,3.0
EMP101483,QDD,3.0
EMP101484,QDD,5.0
EMP101485,QDD,1.0
EMP101486,QDD,1.0
EMP101487,QDD,3.0
EMP101488,QDD,2.0
EMP101489,QDD,3.0
EMP101490,QDD,3.0
EMP101492,QDD,0.0
EMP101493,QDD,99.0
EMP101495,QDD,5.0
EMP101496,QDD,2.0
EMP101497,QDD,2.0
EMP101498,QDD,2.0
EMP101499,QDD,2.0
EMP101500,QDD,2.0
EMP101501,QDD,3.0
EMP101502,QDD,2.0
EMP101503,QDD,2.0
EMP101504,QDD,3.0
EMP101505,QDD,0.0
EMP101506,QDD,1.0
EMP101507,QDD,4.0
EMP101508,QDD,5.0
EMP101511,QDD,3.0
EMP101512,QDD,4.0
EMP101513,QDD,4.0
EMP101514,QDD,3.0
EMP101515,QDD,1.0
EMP101516,QDD,0.0
EMP101517,QDD,4.0
EMP101518,QDD,1.0
EMP101519,QDD,3.0
EMP101520,QDD,5.0
EMP101521,QDD,3.0
EMP101522,QDD,4.0
EMP101523,QDD,2.0
EMP101525,QDD,5.0
EMP101526,QDD,2.0
EMP101527,QDD,3.0
EMP101528,QDD,3.0
EMP101529,QDD,1.0
EMP101530,QDD,3.0
EMP101531,QDD,2.0
EMP101532,QDD,1.0
EMP101533,QDD,4.0
EMP101534,QDD,4.0
EMP101535,QDD,4.0
EMP101536,QDD,4.0
EMP101537,QDD,4.0
EMP101538,QDD,4.0
EMP101539,QDD,2.0
EMP101540,QDD,0.0
EMP101541,QDD,1.0
EMP101542,QDD,3.0
EMP101543,QDD,3.0
EMP101544,QDD,3.0
EMP101545,QDD,3.0
EMP101546,QDD,0.0
EMP101547,QDD,5.0
EMP101549,QDD,3.0
EMP101550,QDD,5.0
EMP101551,QDD,5.0
EMP101552,QDD,3.0
EMP101553,QDD,2.0
EMP101554,QDD,3.0
EMP101555,QDD,2.0
EMP101556,QDD,3.0
EMP101557,QDD,1.0
EMP101559,QDD,4.0
EMP101560,QDD,2.0
EMP101562,QDD,2.0
EMP101564,QDD,3.0
EMP101565,QDD,4.0
EMP101566,QDD,4.0
EMP101567,QDD,2.0
EMP101568,QDD,4.0
EMP101569,QDD,3.0
EMP101570,QDD,5.0
EMP101572,QDD,3.0
EMP101573,QDD,5.0
EMP101574,QDD,5.0
EMP101575,QDD,3.0
EMP101576,QDD,5.0
EMP101577,QDD,5.0
EMP101578,QDD,5.0
EMP101580,QDD,2.0
EMP101581,QDD,2.0
EMP101583,QDD,4.0
EMP101585,QDD,3.0
EMP101586,QDD,0.0
EMP101587,QDD,4.0
EMP101588,QDD,3.0
EMP101589,QDD,4.0
EMP101590,QDD,0.0
EMP101591,QDD,5.0
EMP101593,QDD,2.0
EMP101594,QDD,5.0
EMP101595,QDD,0.0
EMP101596,QDD,3.0
EMP101597,QDD,3.0
EMP101599,QDD,5.0
EMP101600,QDD,4.0
EMP101601,QDD,4.0
EMP101603,QDD,5.0
EMP101604,QDD,4.0
EMP101605,QDD,3.0
EMP101606,QDD,2.0
EMP101607,QDD,3.0
EMP101608,QDD,2.0
EMP101609,QDD,1.0
EMP101610,QDD,3.0
EMP101612,QDD,0.0
EMP101613,QDD,3.0
EMP101614,QDD,2.0
EMP101615,QDD,3.0
EMP101616,QDD,2.0
EMP101617,QDD,3.0
EMP101618,QDD,5.0
EMP101619,QDD,4.0
EMP101620,QDD,4.0
EMP101621,QDD,4.0
EMP101622,QDD,3.0
EMP101623,QDD,3.0
EMP101624,QDD,4.0
EMP101625,QDD,3.0
EMP101626,QDD,2.0
EMP101627,QDD,4.0
EMP101628,QDD,4.0
EMP101629,QDD,3.0
EMP101630,QDD,3.0
EMP101632,QDD,5.0
EMP101633,QDD,5.0
EMP101634,QDD,4.0
EMP101635,QDD,3.0
EMP101636,QDD,0.0
EMP101637,QDD,3.0
EMP101638,QDD,1.0
EMP101640,QDD,0.0
EMP101641,QDD,4.0
EMP101642,QDD,4.0
EMP101643,QDD,5.0
EMP101644,QDD,2.0
EMP101645,QDD,3.0
EMP101646,QDD,3.0
EMP101647,QDD,3.0
EMP101648,QDD,4.0
EMP101649,QDD,1.0
EMP101650,QDD,4.0
EMP101651,QDD,0.0
EMP101652,QDD,4.0
EMP101653,QDD,1.0
EMP101656,QDD,4.0
EMP101657,QDD,2.0
EMP101658,QDD,1.0
EMP101659,QDD,3.0
EMP101660,QDD,2.0
EMP101661,QDD,0.0
EMP101662,QDD,2.0
EMP101663,QDD,3.0
EMP101664,QDD,2.0
EMP101665,QDD,4.0
EMP101666,QDD,2.0
EMP101667,QDD,2.0
EMP101668,QDD,2.0
EMP101669,QDD,2.0
EMP101670,QDD,3.0
EMP101671,QDD,2.0
EMP101672,QDD,2.0
EMP101673,QDD,0.0
EMP101674,QDD,3.0
EMP101675,QDD,5.0
EMP101676,QDD,4.0
EMP101677,QDD,2.0
EMP101678,QDD,0.0
EMP101679,QDD,2.0
EMP101680,QDD,4.0
EMP101681,QDD,3.0
EMP101682,QDD,3.0
EMP101683,QDD,99.0
EMP101684,QDD,0.0
EMP101685,QDD,4.0
EMP101686,QDD,5.0
EMP101687,QDD,2.0
EMP101688,QDD,1.0
EMP101689,QDD,3.0
EMP101690,QDD,3.0
EMP101691,QDD,1.0
EMP101692,QDD,3.0
EMP101693,QDD,5.0
EMP101694,QDD,3.0
EMP101695,QDD,1.0
EMP101696,QDD,1.0
EMP101697,QDD,3.0
EMP101698,QDD,1.0
EMP101699,QDD,4.0
EMP101700,QDD,5.0
EMP101702,QDD,3.0
EMP101703,QDD,3.0
EMP101705,QDD,0.0
EMP101706,QDD,4.0
EMP101707,QDD,1.0
EMP101708,QDD,4.0
EMP101709,QDD,3.0
EMP101710,QDD,0.0
EMP101712,QDD,5.0
EMP101713,QDD,4.0
EMP101714,QDD,4.0
EMP101715,QDD,4.0
EMP101716,QDD,4.0
EMP101717,QDD,2.0
EMP101718,QDD,5.0
EMP101719,QDD,3.0
EMP101720,QDD,5.0
EMP101721,QDD,3.0
EMP101722,QDD,3.0
EMP101724,QDD,3.0
EMP101725,QDD,2.0
EMP101726,QDD,4.0
EMP101727,QDD,5.0
EMP101729,QDD,2.0
EMP101731,QDD,4.0
EMP101732,QDD,4.0
EMP101733,QDD,1.0
EMP101734,QDD,1.0
EMP101735,QDD,0.0
EMP101736,QDD,2.0
EMP101737,QDD,2.0
EMP101738,QDD,2.0
EMP101739,QDD,3.0
EMP101741,QDD,3.0
EMP101742,QDD,0.0
EMP101743,QDD,2.0
EMP101744,QDD,0.0
EMP101745,QDD,2.0
EMP101746,QDD,1.0
EMP101747,QDD,3.0
EMP101748,QDD,4.0
EMP101749,QDD,1.0
EMP101750,QDD,3.0
EMP101751,QDD,3.0
EMP101752,QDD,3.0
EMP101753,QDD,4.0
EMP101754,QDD,5.0
EMP101755,QDD,3.0
EMP101757,QDD,0.0
EMP101758,QDD,2.0
EMP101759,QDD,0.0
EMP101760,QDD,1.0
EMP101762,QDD,3.0
EMP101763,QDD,4.0
EMP101764,QDD,5.0
EMP101766,QDD,3.0
EMP101767,QDD,3.0
EMP101768,QDD,4.0
EMP101769,QDD,2.0
EMP101770,QDD,2.0
EMP101771,QDD,5.0
EMP101772,QDD,1.0
EMP101773,QDD,3.0
EMP101774,QDD,2.0
EMP101775,QDD,3.0
EMP101776,QDD,1.0
EMP101777,QDD,1.0
EMP101778,QDD,3.0
EMP101779,QDD,3.0
EMP101780,QDD,3.0
EMP101781,QDD,5.0
EMP101782,QDD,2.0
EMP101783,QDD,4.0
EMP101784,QDD,4.0
EMP101785,QDD,1.0
EMP101786,QDD,4.0
EMP101787,QDD,5.0
EMP101788,QDD,4.0
EMP101789,QDD,4.0
EMP101790,QDD,3.0
EMP101791,QDD,4.0
EMP101792,QDD,4.0
EMP101793,QDD,2.0
EMP101794,QDD,4.0
EMP101795,QDD,4.0
EMP101796,QDD,4.0
EMP101797,QDD,0.0
EMP101799,QDD,4.0
EMP101800,QDD,2.0
EMP101801,QDD,3.0
EMP101802,QDD,5.0
EMP101803,QDD,3.0
EMP101804,QDD,4.0
EMP101805,QDD,4.0
EMP101806,QDD,5.0
EMP101807,QDD,0.0
EMP101808,QDD,1.0
EMP101809,QDD,5.0
EMP101810,QDD,5.0
EMP101811,QDD,4.0
EMP101812,QDD,4.0
EMP101813,QDD,3.0
EMP101815,QDD,3.0
EMP101816,QDD,3.0
EMP101817,QDD,4.0
EMP101818,QDD,5.0
EMP101819,QDD,4.0
EMP101820,QDD,2.0
EMP101821,QDD,1.0
EMP101823,QDD,3.0
EMP101825,QDD,1.0
EMP101826,QDD,0.0
EMP101827,QDD,2.0
EMP101828,QDD,4.0
EMP101829,QDD,4.0
EMP101830,QDD,3.0
EMP101831,QDD,1.0
EMP101832,QDD,3.0
EMP101833,QDD,4.0
EMP101834,QDD,2.0
EMP101835,QDD,2.0
EMP101836,QDD,4.0
EMP101837,QDD,3.0
EMP101838,QDD,4.0
EMP101839,QDD,2.0
EMP101840,QDD,3.0
EMP101842,QDD,1.0
EMP101843,QDD,4.0
EMP101844,QDD,2.0
EMP101846,QDD,4.0
EMP101847,QDD,4.0
EMP101848,QDD,5.0
EMP101849,QDD,3.0
EMP101850,QDD,2.0
EMP101851,QDD,2.0
EMP101852,QDD,1.0
EMP101853,QDD,5.0
EMP101854,QDD,4.0
EMP101855,QDD,3.0
EMP101856,QDD,3.0
EMP101857,QDD,5.0
EMP101858,QDD,5.0
EMP101859,QDD,3.0
EMP101860,QDD,4.0
EMP101861,QDD,2.0
EMP101862,QDD,5.0
EMP101863,QDD,1.0
EMP101864,QDD,4.0
EMP101865,QDD,3.0
EMP101866,QDD,3.0
EMP101868,QDD,3.0
EMP101869,QDD,0.0
EMP101870,QDD,0.0
EMP101871,QDD,3.0
EMP101872,QDD,1.0
EMP101874,QDD,4.0
EMP101875,QDD,3.0
EMP101876,QDD,2.0
EMP101878,QDD,5.0
EMP101879,QDD,4.0
EMP101880,QDD,2.0
EMP101881,QDD,3.0
EMP101882,QDD,4.0
EMP101883,QDD,1.0
EMP101884,QDD,4.0
EMP101885,QDD,1.0
EMP101886,QDD,2.0
EMP101887,QDD,4.0
EMP101888,QDD,2.0
EMP101889,QDD,1.0
EMP101890,QDD,5.0
EMP101891,QDD,3.0
EMP101892,QDD,0.0
EMP101893,QDD,1.0
EMP101895,QDD,4.0
EMP101896,QDD,4.0
EMP101897,QDD,3.0
EMP101898,QDD,3.0
EMP101899,QDD,0.0
EMP101900,QDD,1.0
EMP101901,QDD,2.0
EMP101902,QDD,0.0
EMP101903,QDD,3.0
EMP101904,QDD,1.0
EMP101905,QDD,4.0
EMP101906,QDD,4.0
EMP101907,QDD,4.0
EMP101908,QDD,4.0
EMP101909,QDD,0.0
EMP101910,QDD,1.0
EMP101911,QDD,4.0
EMP101912,QDD,5.0
EMP101913,QDD,2.0
EMP101914,QDD,1.0
EMP101915,QDD,5.0
EMP101916,QDD,2.0
EMP101917,QDD,2.0
EMP101918,QDD,4.0
EMP101919,QDD,0.0
EMP101921,QDD,2.0
EMP101922,QDD,2.0
EMP101923,QDD,3.0
EMP101924,QDD,4.0
EMP101925,QDD,3.0
EMP101926,QDD,3.0
EMP101927,QDD,5.0
EMP101928,QDD,1.0
EMP101929,QDD,2.0
EMP101930,QDD,2.0
EMP101931,QDD,2.0
EMP101932,QDD,3.0
EMP101933,QDD,4.0
EMP101934,QDD,4.0
EMP101935,QDD,0.0
EMP101936,QDD,5.0
EMP101937,QDD,2.0
EMP101938,QDD,5.0
EMP101940,QDD,2.0
EMP101941,QDD,0.0
EMP101942,QDD,2.0
EMP101943,QDD,3.0
EMP101945,QDD,3.0
EMP101946,QDD,3.0
EMP101947,QDD,1.0
EMP101948,QDD,3.0
EMP101949,QDD,3.0
EMP101950,QDD,4.0
EMP101952,QDD,3.0
EMP101953,QDD,3.0
EMP101954,QDD,3.0
EMP101955,QDD,3.0
EMP101956,QDD,4.0
EMP101957,QDD,3.0
EMP101958,QDD,2.0
EMP101961,QDD,4.0
EMP101962,QDD,2.0
EMP101963,QDD,5.0
EMP101964,QDD,2.0
EMP101966,QDD,3.0
EMP101967,QDD,1.0
EMP101968,QDD,1.0
EMP101970,QDD,4.0
EMP101971,QDD,5.0
EMP101972,QDD,2.0
EMP101973,QDD,4.0
EMP101974,QDD,5.0
EMP101975,QDD,5.0
EMP101976,QDD,0.0
EMP101977,QDD,0.0
EMP101978,QDD,1.0
EMP101979,QDD,4.0
EMP101981,QDD,4.0
EMP101982,QDD,0.0
EMP101984,QDD,3.0
EMP101985,QDD,3.0
EMP101986,QDD,5.0
EMP101987,QDD,4.0
EMP101988,QDD,3.0
EMP101989,QDD,0.0
EMP101990,QDD,2.0
EMP101991,QDD,4.0
EMP101993,QDD,4.0
EMP101994,QDD,1.0
EMP101995,QDD,4.0
EMP101996,QDD,3.0
EMP101997,QDD,3.0
EMP101998,QDD,2.0
EMP101999,QDD,4.0
DUP9015,QDD,4.0
DUP5237,QDD,3.0
DUP2722,QDD,3.0
DUP3015,QDD,3.0
DUP1942,QDD,5.0
DUP2096,QDD,2.0
DUP4177,QDD,1.0
DUP9801,QDD,5.0
DUP3452,QDD,4.0
EMP100000,IDS,4.0
EMP100001,IDS,3.0
EMP100002,IDS,3.0
EMP100003,IDS,3.0
EMP100004,IDS,3.0
EMP100005,IDS,2.0
EMP100006,IDS,5.0
EMP100007,IDS,0.0
EMP100008,IDS,3.0
EMP100010,IDS,5.0
EMP100011,IDS,0.0
EMP100012,IDS,4.0
EMP100013,IDS,2.0
EMP100014,IDS,3.0
EMP100016,IDS,2.0
EMP100017,IDS,0.0
EMP100018,IDS,2.0
EMP100019,IDS,3.0
EMP100020,IDS,5.0
EMP100022,IDS,5.0
EMP100023,IDS,3.0
EMP100024,IDS,5.0
EMP100026,IDS,5.0
EMP100027,IDS,1.0
EMP100028,IDS,3.0
EMP100030,IDS,3.0
EMP100031,IDS,2.0
EMP100032,IDS,2.0
EMP100033,IDS,1.0
EMP100035,IDS,0.0
EMP100036,IDS,3.0
EMP100037,IDS,4.0
EMP100039,IDS,4.0
EMP100040,IDS,0.0
EMP100041,IDS,5.0
EMP100042,IDS,3.0
EMP100043,IDS,5.0
EMP100044,IDS,3.0
EMP100045,IDS,3.0
EMP100046,IDS,2.0
EMP100047,IDS,1.0
EMP100048,IDS,0.0
EMP100049,IDS,4.0
EMP100050,IDS,5.0
EMP100051,IDS,3.0
EMP100052,IDS,5.0
EMP100053,IDS,5.0
EMP100054,IDS,5.0
EMP100055,IDS,4.0
EMP100056,IDS,3.0
EMP100057,IDS,2.0
EMP100058,IDS,2.0
EMP100059,IDS,4.0
EMP100060,IDS,2.0
EMP100061,IDS,3.0
EMP100062,IDS,3.0
EMP100063,IDS,2.0
EMP100064,IDS,3.0
EMP100065,IDS,0.0
EMP100066,IDS,3.0
EMP100067,IDS,4.0
EMP100068,IDS,1.0
EMP100071,IDS,3.0
EMP100072,IDS,2.0
EMP100073,IDS,2.0
EMP100074,IDS,3.0
EMP100075,IDS,5.0
EMP100076,IDS,5.0
EMP100077,IDS,1.0
EMP100078,IDS,3.0
EMP100079,IDS,0.0
EMP100080,IDS,4.0
EMP100081,IDS,3.0
EMP100082,IDS,3.0
EMP100084,IDS,3.0
EMP100085,IDS,4.0
EMP100086,IDS,3.0
EMP100087,IDS,1.0
EMP100088,IDS,0.0
EMP100090,IDS,4.0
EMP100091,IDS,5.0
EMP100092,IDS,2.0
EMP100093,IDS,2.0
EMP100094,IDS,4.0
EMP100095,IDS,4.0
EMP100096,IDS,3.0
EMP100097,IDS,3.0
EMP100098,IDS,2.0
EMP100099,IDS,3.0
EMP100100,IDS,1.0
EMP100101,IDS,4.0
EMP100103,IDS,5.0
EMP100104,IDS,1.0
EMP100105,IDS,0.0
EMP100106,IDS,1.0
EMP100108,IDS,4.0
EMP100109,IDS,1.0
EMP100110,IDS,0.0
EMP100111,IDS,2.0
EMP100112,IDS,2.0
EMP100114,IDS,4.0
EMP100115,IDS,1.0
EMP100117,IDS,4.0
EMP100119,IDS,4.0
EMP100120,IDS,2.0
EMP100121,IDS,3.0
EMP100122,IDS,1.0
EMP100123,IDS,3.0
EMP100124,IDS,1.0
EMP100125,IDS,4.0
EMP100126,IDS,3.0
EMP100127,IDS,3.0
EMP100128,IDS,2.0
EMP100129,IDS,1.0
EMP100130,IDS,3.0
EMP100131,IDS,3.0
EMP100132,IDS,2.0
EMP100133,IDS,2.0
EMP100134,IDS,3.0
EMP100135,IDS,4.0
EMP100137,IDS,2.0
EMP100138,IDS,5.0
EMP100139,IDS,2.0
EMP100140,IDS,4.0
EMP100141,IDS,1.0
EMP100142,IDS,3.0
EMP100143,IDS,0.0
EMP100144,IDS,2.0
EMP100145,IDS,1.0
EMP100147,IDS,4.0
EMP100148,IDS,1.0
EMP100149,IDS,2.0
EMP100151,IDS,1.0
EMP100152,IDS,3.0
EMP100153,IDS,0.0
EMP100154,IDS,2.0
EMP100155,IDS,2.0
EMP100156,IDS,0.0
EMP100157,IDS,1.0
EMP100160,IDS,4.0
EMP100161,IDS,1.0
EMP100162,IDS,1.0
EMP100163,IDS,1.0
EMP100164,IDS,4.0
EMP100165,IDS,5.0
EMP100166,IDS,1.0
EMP100167,IDS,3.0
EMP100168,IDS,1.0
EMP100170,IDS,4.0
EMP100171,IDS,1.0
EMP100172,IDS,4.0
EMP100173,IDS,3.0
EMP100175,IDS,3.0
EMP100176,IDS,2.0
EMP100178,IDS,4.0
EMP100179,IDS,3.0
EMP100180,IDS,3.0
EMP100181,IDS,3.0
EMP100182,IDS,2.0
EMP100183,IDS,2.0
EMP100184,IDS,3.0
EMP100185,IDS,0.0
EMP100186,IDS,5.0
EMP100187,IDS,2.0
EMP100188,IDS,3.0
EMP100189,IDS,3.0
EMP100190,IDS,4.0
EMP100191,IDS,1.0
EMP100193,IDS,0.0
EMP100194,IDS,3.0
EMP100195,IDS,3.0
EMP100196,IDS,3.0
EMP100197,IDS,3.0
EMP100199,IDS,4.0
EMP100200,IDS,3.0
EMP100201,IDS,3.0
EMP100202,IDS,0.0
EMP100203,IDS,3.0
EMP100204,IDS,2.0
EMP100205,IDS,2.0
EMP100206,IDS,4.0
EMP100209,IDS,2.0
EMP100210,IDS,4.0
EMP100211,IDS,4.0
EMP100212,IDS,3.0
EMP100213,IDS,3.0
EMP100214,IDS,1.0
EMP100215,IDS,2.0
EMP100216,IDS,3.0
EMP100217,IDS,1.0
EMP100218,IDS,3.0
EMP100220,IDS,4.0
EMP100221,IDS,2.0
EMP100222,IDS,1.0
EMP100223,IDS,1.0
EMP100224,IDS,4.0
EMP100225,IDS,2.0
EMP100226,IDS,3.0
EMP100228,IDS,1.0
EMP100229,IDS,5.0
EMP100230,IDS,4.0
EMP100231,IDS,5.0
EMP100232,IDS,4.0
EMP100233,IDS,3.0
EMP100235,IDS,4.0
EMP100236,IDS,4.0
EMP100238,IDS,2.0
EMP100240,IDS,1.0
EMP100241,IDS,0.0
EMP100242,IDS,3.0
EMP100243,IDS,3.0
EMP100244,IDS,2.0
EMP100245,IDS,3.0
EMP100246,IDS,3.0
EMP100248,IDS,3.0
EMP100249,IDS,3.0
EMP100250,IDS,2.0
EMP100251,IDS,3.0
EMP100252,IDS,3.0
EMP100254,IDS,4.0
EMP100255,IDS,2.0
EMP100256,IDS,1.0
EMP100258,IDS,4.0
EMP100259,IDS,4.0
EMP100260,IDS,2.0
EMP100261,IDS,2.0
EMP100262,IDS,4.0
EMP100264,IDS,3.0
EMP100265,IDS,2.0
EMP100266,IDS,3.0
EMP100267,IDS,6.0
EMP100268,IDS,4.0
EMP100269,IDS,3.0
EMP100271,IDS,3.0
EMP100273,IDS,5.0
EMP100274,IDS,4.0
EMP100275,IDS,0.0
EMP100276,IDS,3.0
EMP100277,IDS,2.0
EMP100278,IDS,3.0
EMP100279,IDS,1.0
EMP100280,IDS,2.0
EMP100281,IDS,3.0
EMP100282,IDS,4.0
EMP100284,IDS,2.0
EMP100285,IDS,2.0
EMP100286,IDS,2.0
EMP100288,IDS,2.0
EMP100289,IDS,4.0
EMP100291,IDS,3.0
EMP100292,IDS,2.0
EMP100293,IDS,3.0
EMP100294,IDS,4.0
EMP100295,IDS,4.0
EMP100296,IDS,4.0
EMP100297,IDS,2.0
EMP100298,IDS,3.0
EMP100300,IDS,4.0
EMP100301,IDS,1.0
EMP100302,IDS,2.0
EMP100303,IDS,3.0
EMP100305,IDS,3.0
EMP100306,IDS,3.0
EMP100307,IDS,0.0
EMP100308,IDS,3.0
EMP100309,IDS,3.0
EMP100310,IDS,5.0
EMP100311,IDS,2.0
EMP100312,IDS,2.0
EMP100313,IDS,5.0
EMP100314,IDS,1.0
EMP100315,IDS,3.0
EMP100316,IDS,3.0
EMP100317,IDS,4.0
EMP100318,IDS,4.0
EMP100319,IDS,0.0
EMP100320,IDS,1.0
EMP100321,IDS,3.0
EMP100322,IDS,3.0
EMP100323,IDS,3.0
EMP100325,IDS,1.0
EMP100326,IDS,4.0
EMP100328,IDS,4.0
EMP100329,IDS,3.0
EMP100330,IDS,5.0
EMP100331,IDS,4.0
EMP100332,IDS,3.0
EMP100333,IDS,5.0
EMP100334,IDS,3.0
EMP100335,IDS,4.0
EMP100336,IDS,4.0
EMP100339,IDS,3.0
EMP100341,IDS,3.0
EMP100342,IDS,2.0
EMP100343,IDS,4.0
EMP100344,IDS,3.0
EMP100345,IDS,1.0
EMP100346,IDS,1.0
EMP100347,IDS,4.0
EMP100349,IDS,0.0
EMP100351,IDS,2.0
EMP100352,IDS,0.0
EMP100353,IDS,3.0
EMP100354,IDS,3.0
EMP100355,IDS,3.0
EMP100356,IDS,4.0
EMP100357,IDS,0.0
EMP100358,IDS,5.0
EMP100359,IDS,2.0
EMP100360,IDS,5.0
EMP100361,IDS,3.0
EMP100362,IDS,5.0
EMP100363,IDS,4.0
EMP100364,IDS,2.0
EMP100365,IDS,4.0
EMP100366,IDS,3.0
EMP100368,IDS,3.0
EMP100369,IDS,1.0
EMP100371,IDS,1.0
EMP100372,IDS,2.0
EMP100373,IDS,4.0
EMP100374,IDS,4.0
EMP100375,IDS,3.0
EMP100376,IDS,0.0
EMP100377,IDS,3.0
EMP100378,IDS,3.0
EMP100379,IDS,5.0
EMP100380,IDS,4.0
EMP100381,IDS,1.0
EMP100382,IDS,3.0
EMP100384,IDS,2.0
EMP100385,IDS,3.0
EMP100386,IDS,3.0
EMP100387,IDS,2.0
EMP100388,IDS,3.0
EMP100389,IDS,3.0
EMP100390,IDS,2.0
EMP100391,IDS,3.0
EMP100392,IDS,3.0
EMP100393,IDS,2.0
EMP100394,IDS,1.0
EMP100395,IDS,2.0
EMP100396,IDS,3.0
EMP100397,IDS,2.0
EMP100398,IDS,3.0
EMP100401,IDS,5.0
EMP100402,IDS,2.0
EMP100403,IDS,3.0
EMP100404,IDS,3.0
EMP100405,IDS,3.0
EMP100407,IDS,3.0
EMP100408,IDS,2.0
EMP100409,IDS,4.0
EMP100410,IDS,3.0
EMP100411,IDS,2.0
EMP100412,IDS,0.0
